Ticker,Date/Time,symbol,banker,hotmoney,rs_ratio,rs_mom,quadrant,tail_5d,fh_ok
VNINDEX,5/20/2026 00:00:00,VNINDEX,11.240301,19.879290,0.000000,0.000000,3,0.000000,1
